美女赏析,#genre#
super model,http://em.21dtv.com/songs/60005368.mkv
super star,http://em.21dtv.com/songs/60005370.mkv
SUPER STAR,http://em.21dtv.com/songs/60148388.mkv
锁住时间,http://em.21dtv.com/songs/60041044.mkv
天灰,http://em.21dtv.com/songs/60041868.mkv
他还是不懂,http://em.21dtv.com/songs/60041081.mkv
他就是他,http://em.21dtv.com/songs/60041087.mkv
痛快,http://em.21dtv.com/songs/60148392.mkv
天亮了(演唱会),http://em.21dtv.com/songs/60041913.mkv
甜蜜回忆,http://em.21dtv.com/songs/60090425.mkv
too much,http://em.21dtv.com/songs/60005883.mkv
天使在唱歌,http://em.21dtv.com/songs/60042073.mkv
替我爱你,http://em.21dtv.com/songs/60041718.mkv
听袁惟仁弹吉他,http://em.21dtv.com/songs/60042609.mkv
我爱烦恼(演唱会),http://em.21dtv.com/songs/60044570.mkv
我爱你,http://em.21dtv.com/songs/60044602.mkv
watch me shine,http://em.21dtv.com/songs/60006120.mkv
我爱雨夜花,http://em.21dtv.com/songs/60044696.mkv
我和幸福有约定,http://em.21dtv.com/songs/60045549.mkv
围巾(演唱会),http://em.21dtv.com/songs/60044159.mkv
忘记把你忘记,http://em.21dtv.com/songs/60090422.mkv
无可取代,http://em.21dtv.com/songs/60047185.mkv
我们都是好姐妹,http://em.21dtv.com/songs/60045868.mkv
我们怎么了,http://em.21dtv.com/songs/60045971.mkv
woman in love,http://em.21dtv.com/songs/60006389.mkv
我是火星人,http://em.21dtv.com/songs/60089571.mkv
五天四夜,http://em.21dtv.com/songs/60047668.mkv
我想走出我自己,http://em.21dtv.com/songs/60046428.mkv
五月天,http://em.21dtv.com/songs/60047692.mkv
想爱就大声说出来,http://em.21dtv.com/songs/60090423.mkv
幸福留言,http://em.21dtv.com/songs/60051340.mkv
幸福位置,http://em.21dtv.com/songs/60090421.mkv
星光,http://em.21dtv.com/songs/60051041.mkv
心还是热的,http://em.21dtv.com/songs/60079857.mkv
像女孩的女人,http://em.21dtv.com/songs/60079856.mkv
想念你,http://em.21dtv.com/songs/60049189.mkv
夏天的微笑,http://em.21dtv.com/songs/60048408.mkv
谢谢你让我爱过你,http://em.21dtv.com/songs/60050071.mkv
相信相爱,http://em.21dtv.com/songs/60048856.mkv
星星之火,http://em.21dtv.com/songs/60051125.mkv
想做少奶奶,http://em.21dtv.com/songs/60049310.mkv
yes i love you,http://em.21dtv.com/songs/60006456.mkv
远方,http://em.21dtv.com/songs/60056128.mkv
月桂女神,http://em.21dtv.com/songs/60056370.mkv
月光手札,http://em.21dtv.com/songs/60056347.mkv
沿海公路的出口,http://em.21dtv.com/songs/60052019.mkv
一起开始的旅程,http://em.21dtv.com/songs/60053364.mkv
勇士的十字架,http://em.21dtv.com/songs/60090420.mkv
永远都在,http://em.21dtv.com/songs/60126543.mkv
永远记得我,http://em.21dtv.com/songs/60090424.mkv
一眼万年,http://em.21dtv.com/songs/60053808.mkv
宇宙小姐,http://em.21dtv.com/songs/60055616.mkv
找不到,http://em.21dtv.com/songs/60057660.mkv
再别康桥,http://em.21dtv.com/songs/60056727.mkv
中国话,http://em.21dtv.com/songs/60148390.mkv
最近还好吗,http://em.21dtv.com/songs/60060344.mkv
茱罗记,http://em.21dtv.com/songs/60059209.mkv
怎么办,http://em.21dtv.com/songs/60057348.mkv
紫色的结它,http://em.21dtv.com/songs/60090427.mkv
只是当时,http://em.21dtv.com/songs/60058440.mkv
紫藤花,http://em.21dtv.com/songs/60059654.mkv
只为爱上你,http://em.21dtv.com/songs/60087211.mkv
长相思,http://em.21dtv.com/songs/60057608.mkv

苏打绿,#genre#
阿哥哥之恋,http://em.21dtv.com/songs/60086391.mkv
爱人动物,http://em.21dtv.com/songs/60008559.mkv
believe in music(演唱会),http://em.21dtv.com/songs/60000543.mkv
不甘寂寞,http://em.21dtv.com/songs/60084920.mkv
包围,http://em.21dtv.com/songs/60009955.mkv
博物馆,http://em.21dtv.com/songs/60117158.mkv
被雨伤透(演唱会),http://em.21dtv.com/songs/60074656.mkv
背着你,http://em.21dtv.com/songs/60010272.mkv
吵,http://em.21dtv.com/songs/60101484.mkv
迟到千年,http://em.21dtv.com/songs/60088531.mkv
痴情的我,http://em.21dtv.com/songs/60128466.mkv
蝉想(演唱会),http://em.21dtv.com/songs/60012269.mkv
独处的时候,http://em.21dtv.com/songs/60079985.mkv
掉了,http://em.21dtv.com/songs/60126108.mkv
掉了(演唱会),http://em.21dtv.com/songs/60075201.mkv
地平线,http://em.21dtv.com/songs/60117160.mkv
当我们一起走过,http://em.21dtv.com/songs/60066950.mkv
飞鱼,http://em.21dtv.com/songs/60016893.mkv
故事,http://em.21dtv.com/songs/60081977.mkv
古意的尪,http://em.21dtv.com/songs/60105420.mkv
各站停靠(演唱会),http://em.21dtv.com/songs/60075500.mkv
花茶,http://em.21dtv.com/songs/60021313.mkv
回车诺比的梦,http://em.21dtv.com/songs/60117159.mkv
回甘,http://em.21dtv.com/songs/60105421.mkv
哗声啦,http://em.21dtv.com/songs/60115446.mkv
举枷,http://em.21dtv.com/songs/60128463.mkv
寂寞宣言,http://em.21dtv.com/songs/60115447.mkv
家书,http://em.21dtv.com/songs/60135795.mkv
近未来,http://em.21dtv.com/songs/60024168.mkv
交响梦,http://em.21dtv.com/songs/60023458.mkv
窥(无原唱),http://em.21dtv.com/songs/60025860.mkv
狂热,http://em.21dtv.com/songs/60025838.mkv
控制狂,http://em.21dtv.com/songs/60076277.mkv
梦中的故乡,http://em.21dtv.com/songs/60115448.mkv
你返来的彼一暝,http://em.21dtv.com/songs/60086731.mkv
女爵,http://em.21dtv.com/songs/60126106.mkv
女爵(演唱会),http://em.21dtv.com/songs/60077019.mkv
呢喃,http://em.21dtv.com/songs/60031312.mkv
你喔,http://em.21dtv.com/songs/60032308.mkv
你心里最后一个,http://em.21dtv.com/songs/60085539.mkv
你在烦恼什么,http://em.21dtv.com/songs/60064658.mkv
oh oh oh oh,http://em.21dtv.com/songs/60004230.mkv
漂浮,http://em.21dtv.com/songs/60095340.mkv
频率,http://em.21dtv.com/songs/60033569.mkv
飘浪的灵魂,http://em.21dtv.com/songs/60069695.mkv
陪我歌唱,http://em.21dtv.com/songs/60033261.mkv
牵阮的手(演唱会),http://em.21dtv.com/songs/60034219.mkv
墙外的风景,http://em.21dtv.com/songs/60117161.mkv
日光,http://em.21dtv.com/songs/60036625.mkv
人生的太阳,http://em.21dtv.com/songs/60105419.mkv
热血大叔史丹利,http://em.21dtv.com/songs/60077342.mkv
融雪之前,http://em.21dtv.com/songs/60036705.mkv
手段,http://em.21dtv.com/songs/60083815.mkv
算了吧,http://em.21dtv.com/songs/60069853.mkv
说了再见以后,http://em.21dtv.com/songs/60081684.mkv
十年一刻,http://em.21dtv.com/songs/60038992.mkv
三声再无奈,http://em.21dtv.com/songs/60115445.mkv
是我的海,http://em.21dtv.com/songs/60039510.mkv
伤心的歌,http://em.21dtv.com/songs/60123228.mkv
沙哑,http://em.21dtv.com/songs/60105422.mkv
the lonely goatherd+山顶黑狗兄(演唱会),http://em.21dtv.com/songs/60074016.mkv
他举起右手点名,http://em.21dtv.com/songs/60116220.mkv
痛快的哀艳,http://em.21dtv.com/songs/60116221.mkv
天天晴朗,http://em.21dtv.com/songs/60081148.mkv
他下了夏天,http://em.21dtv.com/songs/60041110.mkv
微光,http://em.21dtv.com/songs/60102657.mkv
我好想你,http://em.21dtv.com/songs/60080702.mkv
未了,http://em.21dtv.com/songs/60117162.mkv
我赖你,http://em.21dtv.com/songs/60131759.mkv
无眠,http://em.21dtv.com/songs/60047234.mkv
无与伦比的美丽,http://em.21dtv.com/songs/60047549.mkv
我最亲爱的,http://em.21dtv.com/songs/60101486.mkv
我最亲爱的(演唱会),http://em.21dtv.com/songs/60078427.mkv
我只在乎你(演唱会),http://em.21dtv.com/songs/60061716.mkv
小点歌,http://em.21dtv.com/songs/60126107.mkv
相对论ⅳ(演唱会),http://em.21dtv.com/songs/60048632.mkv
幸福额度,http://em.21dtv.com/songs/60062924.mkv
喜欢寂寞,http://em.21dtv.com/songs/60065164.mkv
笑闹人间,http://em.21dtv.com/songs/60049942.mkv
小情歌,http://em.21dtv.com/songs/60049708.mkv
小时候,http://em.21dtv.com/songs/60101485.mkv
小时候(演唱会),http://em.21dtv.com/songs/60078720.mkv
小手拉小手,http://em.21dtv.com/songs/60086995.mkv
相信,http://em.21dtv.com/songs/60048824.mkv
嬉戏之后,http://em.21dtv.com/songs/60048059.mkv
下雨的夜晚,http://em.21dtv.com/songs/60116219.mkv
小宇宙,http://em.21dtv.com/songs/60049878.mkv
异次元的玫瑰,http://em.21dtv.com/songs/60112912.mkv
已经,http://em.21dtv.com/songs/60054070.mkv
已经受伤,http://em.21dtv.com/songs/60070158.mkv
游乐,http://em.21dtv.com/songs/60055002.mkv
一起喔喔,http://em.21dtv.com/songs/60100411.mkv
燕窝,http://em.21dtv.com/songs/60079019.mkv
永远再会,http://em.21dtv.com/songs/60087068.mkv
左边,http://em.21dtv.com/songs/60060633.mkv
早点回家,http://em.21dtv.com/songs/60057304.mkv
再会啦寂寞,http://em.21dtv.com/songs/60128464.mkv
暂时失控,http://em.21dtv.com/songs/60057260.mkv
这天,http://em.21dtv.com/songs/60057858.mkv
这样的一个麻烦(演唱会),http://em.21dtv.com/songs/60079553.mkv
再遇见,http://em.21dtv.com/songs/60086206.mkv
再重来一次,http://em.21dtv.com/songs/60128465.mkv
追追追(演唱会),http://em.21dtv.com/songs/60059559.mkv

SHE,#genre#
超可能,http://em.21dtv.com/songs/60087217.mkv
另说对不起,http://em.21dtv.com/songs/60087215.mkv
我和幸福有个约定,http://em.21dtv.com/songs/60089574.mkv
月光手机,http://em.21dtv.com/songs/60087216.mkv
宇宙小姐,http://em.21dtv.com/songs/60055617.mkv

孙楠,#genre#
爱的精彩,http://em.21dtv.com/songs/60007279.mkv
爱的生命(演唱会)(无原唱),http://em.21dtv.com/songs/60007363.mkv
爱都一样,http://em.21dtv.com/songs/60089793.mkv
爱过以后,http://em.21dtv.com/songs/60089792.mkv
爱你爱不够,http://em.21dtv.com/songs/60007782.mkv
爱你的心无法自拔,http://em.21dtv.com/songs/60090918.mkv
爱你够不够,http://em.21dtv.com/songs/60087658.mkv
爱情不能三心二意,http://em.21dtv.com/songs/60090919.mkv
爱是个错,http://em.21dtv.com/songs/60008766.mkv
爱在北京,http://em.21dtv.com/songs/60009157.mkv
宝贝,http://em.21dtv.com/songs/60009980.mkv
爸爸手上的老茧,http://em.21dtv.com/songs/60074580.mkv
北京,http://em.21dtv.com/songs/60111809.mkv
不见不散(演唱会),http://em.21dtv.com/songs/60011176.mkv
北京榜样,http://em.21dtv.com/songs/60084748.mkv
八神摇,http://em.21dtv.com/songs/60167635.mkv
把幸福给你,http://em.21dtv.com/songs/60063952.mkv
撤回,http://em.21dtv.com/songs/60170382.mkv
彩虹桥,http://em.21dtv.com/songs/60103995.mkv
承诺,http://em.21dtv.com/songs/60062957.mkv
传奇,http://em.21dtv.com/songs/60013125.mkv
从头再来,http://em.21dtv.com/songs/60086504.mkv
冲向巅峰,http://em.21dtv.com/songs/60119416.mkv
草原妹子,http://em.21dtv.com/songs/60100439.mkv
存在,http://em.21dtv.com/songs/60094054.mkv
搭把手,http://em.21dtv.com/songs/60108423.mkv
代表作,http://em.21dtv.com/songs/60014254.mkv
淡淡的忧,http://em.21dtv.com/songs/60014449.mkv
大海情,http://em.21dtv.com/songs/60013961.mkv
敦煌日月,http://em.21dtv.com/songs/60016091.mkv
刀剑英雄(演唱会),http://em.21dtv.com/songs/60014690.mkv
等你出现,http://em.21dtv.com/songs/60075155.mkv
等你回到我身边,http://em.21dtv.com/songs/60075156.mkv
对你说爱,http://em.21dtv.com/songs/60137501.mkv
动情,http://em.21dtv.com/songs/60089791.mkv
对视,http://em.21dtv.com/songs/60087657.mkv
大秧歌序曲,http://em.21dtv.com/songs/60118497.mkv
防守孤单,http://em.21dtv.com/songs/60016545.mkv
风往北吹,http://em.21dtv.com/songs/60017382.mkv
风往北吹(演唱会),http://em.21dtv.com/songs/60017381.mkv
奉献美好,http://em.21dtv.com/songs/60138624.mkv
飞跃的心,http://em.21dtv.com/songs/60125381.mkv
飞越的心(HD),http://em.21dtv.com/songs/10012776.mkv
风雨豪情,http://em.21dtv.com/songs/60017408.mkv
飞越海洋(演唱会),http://em.21dtv.com/songs/60016899.mkv
风雨为情殇,http://em.21dtv.com/songs/60064201.mkv
格桑花,http://em.21dtv.com/songs/60064233.mkv
感谢你,http://em.21dtv.com/songs/60117659.mkv
花瓣雨,http://em.21dtv.com/songs/60108425.mkv
火柴天堂,http://em.21dtv.com/songs/60117660.mkv
活得美好,http://em.21dtv.com/songs/60022359.mkv
蝴蝶吻花山,http://em.21dtv.com/songs/60087659.mkv
红旗飘飘(演唱会),http://em.21dtv.com/songs/60020926.mkv
化学效应,http://em.21dtv.com/songs/60021598.mkv
i believe,http://em.21dtv.com/songs/60002434.mkv
i love you bei jing(演唱会),http://em.21dtv.com/songs/60002588.mkv
讲不出再见,http://em.21dtv.com/songs/60109265.mkv
江河恋,http://em.21dtv.com/songs/60111810.mkv
给所有知道我名字的人,http://em.21dtv.com/songs/60115093.mkv
净土,http://em.21dtv.com/songs/60069527.mkv
记忆,http://em.21dtv.com/songs/60123822.mkv
客家足迹行,http://em.21dtv.com/songs/60079986.mkv
可乐,http://em.21dtv.com/songs/60105750.mkv
快乐梦想,http://em.21dtv.com/songs/60025758.mkv
快乐梦想(演唱会),http://em.21dtv.com/songs/60025757.mkv
快乐时光,http://em.21dtv.com/songs/60025783.mkv
离不开你,http://em.21dtv.com/songs/60094456.mkv
留什么给你,http://em.21dtv.com/songs/60027557.mkv
蓝色妖姬,http://em.21dtv.com/songs/60026112.mkv
乐园(演唱会),http://em.21dtv.com/songs/60026475.mkv
梦的眼睛,http://em.21dtv.com/songs/60029504.mkv
麦克风,http://em.21dtv.com/songs/60028444.mkv
梦开始的地方,http://em.21dtv.com/songs/60107655.mkv
美梦成真,http://em.21dtv.com/songs/60029317.mkv
迷人岛,http://em.21dtv.com/songs/60067235.mkv
没完没了,http://em.21dtv.com/songs/60028762.mkv
你把爱给了谁,http://em.21dtv.com/songs/60076862.mkv
你对我的好(演唱会),http://em.21dtv.com/songs/60031695.mkv
你快回来,http://em.21dtv.com/songs/60031867.mkv
你快回来(演唱会),http://em.21dtv.com/songs/60031865.mkv
恼人的秋风,http://em.21dtv.com/songs/60118498.mkv
女人也有权利心碎,http://em.21dtv.com/songs/60032983.mkv
你是我永远的爱人,http://em.21dtv.com/songs/60076955.mkv
哪吒传奇(儿歌),http://em.21dtv.com/songs/60090908.mkv
陪你一生够不够,http://em.21dtv.com/songs/60128965.mkv
全部的爱,http://em.21dtv.com/songs/60109262.mkv
欠你的微笑,http://em.21dtv.com/songs/60081860.mkv
千秋,http://em.21dtv.com/songs/60107653.mkv
请让我爱你(演唱会),http://em.21dtv.com/songs/60035603.mkv
前生今世把手牵,http://em.21dtv.com/songs/60148017.mkv
绒花+那些花儿,http://em.21dtv.com/songs/60086785.mkv
若即若离,http://em.21dtv.com/songs/60037104.mkv
若即若离(演唱会),http://em.21dtv.com/songs/60037103.mkv
燃烧,http://em.21dtv.com/songs/60036000.mkv
燃烧(演唱会),http://em.21dtv.com/songs/60035996.mkv
热血奔流,http://em.21dtv.com/songs/60036291.mkv
神草之恋,http://em.21dtv.com/songs/60132359.mkv
谁的心忘了收,http://em.21dtv.com/songs/60039961.mkv
随风,http://em.21dtv.com/songs/60040921.mkv
是否爱过我,http://em.21dtv.com/songs/60039419.mkv
是否爱过我(演唱会),http://em.21dtv.com/songs/60039417.mkv
随风飘荡,http://em.21dtv.com/songs/60090924.mkv
世纪party,http://em.21dtv.com/songs/60039213.mkv
谁来安慰我,http://em.21dtv.com/songs/60040018.mkv
生命如歌,http://em.21dtv.com/songs/60038566.mkv
生死不离,http://em.21dtv.com/songs/60038631.mkv
爽爽的贵阳,http://em.21dtv.com/songs/60119419.mkv
生生世世,http://em.21dtv.com/songs/60038626.mkv
盛世钟声,http://em.21dtv.com/songs/60090920.mkv
守望,http://em.21dtv.com/songs/60039692.mkv
洒下一片深情(演唱会),http://em.21dtv.com/songs/60037134.mkv
深渊,http://em.21dtv.com/songs/60090917.mkv
说与不说你都不懂,http://em.21dtv.com/songs/60090922.mkv
十月里的回忆,http://em.21dtv.com/songs/60039045.mkv
胜者为王,http://em.21dtv.com/songs/60079987.mkv
坦白,http://em.21dtv.com/songs/60041460.mkv
腾飞的心,http://em.21dtv.com/songs/60086869.mkv
天和泪,http://em.21dtv.com/songs/60041841.mkv
痛快,http://em.21dtv.com/songs/60064984.mkv
天泪,http://em.21dtv.com/songs/60090909.mkv
听妈妈讲那过去的故事+映山红,http://em.21dtv.com/songs/60094876.mkv
突然想爱你,http://em.21dtv.com/songs/60108424.mkv
天天想你^今夜无人入眠,http://em.21dtv.com/songs/60096242.mkv
天天想你+今夜无人入眠,http://em.21dtv.com/songs/60086878.mkv
天香楼,http://em.21dtv.com/songs/60137500.mkv
天耀中华,http://em.21dtv.com/songs/60162875.mkv
天长地久,http://em.21dtv.com/songs/60042301.mkv
我爱的她不爱我,http://em.21dtv.com/songs/60044569.mkv
为爱说抱歉,http://em.21dtv.com/songs/60043833.mkv
为爱说抱歉(演唱会),http://em.21dtv.com/songs/60043832.mkv
忘不了你,http://em.21dtv.com/songs/60043507.mkv
我不再是你疼爱的人,http://em.21dtv.com/songs/60044922.mkv
无处不在(演唱会),http://em.21dtv.com/songs/60047073.mkv
我的心不够肯定,http://em.21dtv.com/songs/60090915.mkv
我的祖国,http://em.21dtv.com/songs/60086923.mkv
无地自容,http://em.21dtv.com/songs/60081685.mkv
我和我不同,http://em.21dtv.com/songs/60098234.mkv
无悔于心,http://em.21dtv.com/songs/60047142.mkv
为江山,http://em.21dtv.com/songs/60133562.mkv
我看见了,http://em.21dtv.com/songs/60090916.mkv
无愧于心,http://em.21dtv.com/songs/60047187.mkv
无路可退,http://em.21dtv.com/songs/60047223.mkv
未来在手中,http://em.21dtv.com/songs/60044262.mkv
我们,http://em.21dtv.com/songs/60162122.mkv
我们的家,http://em.21dtv.com/songs/60045813.mkv
我们都是伤心人,http://em.21dtv.com/songs/60045872.mkv
我拿什么拯救,http://em.21dtv.com/songs/60090913.mkv
我期待^送别,http://em.21dtv.com/songs/60113404.mkv
万泉河水,http://em.21dtv.com/songs/60043294.mkv
为什么我总是想起你,http://em.21dtv.com/songs/60104043.mkv
我是一棵秋天的树,http://em.21dtv.com/songs/60114647.mkv
我是一只小小鸟,http://em.21dtv.com/songs/60116700.mkv
我听别人唱天长地久(演唱会),http://em.21dtv.com/songs/60046278.mkv
我听别人唱着天长地久,http://em.21dtv.com/songs/60090911.mkv
我想大声告诉你,http://em.21dtv.com/songs/60113403.mkv
五星红旗,http://em.21dtv.com/songs/60113402.mkv
唯一,http://em.21dtv.com/songs/60117657.mkv
我永远是你的孩子,http://em.21dtv.com/songs/60090914.mkv
我怎么能忘记你,http://em.21dtv.com/songs/60090912.mkv
心不死梦不败,http://em.21dtv.com/songs/60133624.mkv
新的天地,http://em.21dtv.com/songs/60146195.mkv
想飞的心,http://em.21dtv.com/songs/60090910.mkv
幸福牵手,http://em.21dtv.com/songs/60081391.mkv
幸福相守,http://em.21dtv.com/songs/60051382.mkv
幸福宣言,http://em.21dtv.com/songs/60079988.mkv
新贵妃醉酒,http://em.21dtv.com/songs/60158239.mkv
想你想到难以入眠,http://em.21dtv.com/songs/60078630.mkv
向往,http://em.21dtv.com/songs/60133563.mkv
下雪了,http://em.21dtv.com/songs/60094875.mkv
悬崖,http://em.21dtv.com/songs/60162121.mkv
小英雄哪吒,http://em.21dtv.com/songs/60097487.mkv
忆儿时,http://em.21dtv.com/songs/60127900.mkv
缘份的天空(演唱会),http://em.21dtv.com/songs/60056082.mkv
缘份天空,http://em.21dtv.com/songs/60056064.mkv
缘分天空(演唱会),http://em.21dtv.com/songs/60056063.mkv
杨花李树,http://em.21dtv.com/songs/60079027.mkv
一块红布^南泥湾,http://em.21dtv.com/songs/60108421.mkv
原谅,http://em.21dtv.com/songs/60079376.mkv
有没有,http://em.21dtv.com/songs/60095288.mkv
一起奔放,http://em.21dtv.com/songs/60118496.mkv
一生的第一,http://em.21dtv.com/songs/60053532.mkv
一生约定,http://em.21dtv.com/songs/60053610.mkv
一生只等一个爱人,http://em.21dtv.com/songs/60053619.mkv
因为爱,http://em.21dtv.com/songs/60102115.mkv
遗忘悲伤,http://em.21dtv.com/songs/60090923.mkv
因为有你,http://em.21dtv.com/songs/60079199.mkv
于心无愧,http://em.21dtv.com/songs/60055500.mkv
也许在,http://em.21dtv.com/songs/60087036.mkv
永远不回头,http://em.21dtv.com/songs/60109264.mkv
勇者胜,http://em.21dtv.com/songs/60112625.mkv
夜在摇,http://em.21dtv.com/songs/60131326.mkv
拯救,http://em.21dtv.com/songs/60058333.mkv
自己的英雄,http://em.21dtv.com/songs/60079729.mkv
执迷不悔,http://em.21dtv.com/songs/60108422.mkv
最美的遇见,http://em.21dtv.com/songs/60079810.mkv
致命邂逅,http://em.21dtv.com/songs/60090921.mkv
在你眼里我看见了自己的寂寞,http://em.21dtv.com/songs/60057120.mkv
智取威虎山,http://em.21dtv.com/songs/60087131.mkv
至少还有你,http://em.21dtv.com/songs/60107656.mkv
追寻,http://em.21dtv.com/songs/60059544.mkv
这一次我绝不放手,http://em.21dtv.com/songs/60108426.mkv
只要你好,http://em.21dtv.com/songs/60058506.mkv
只要有你一起唱,http://em.21dtv.com/songs/60058549.mkv
早知道早该忘记,http://em.21dtv.com/songs/60057322.mkv
在这里,http://em.21dtv.com/songs/60057211.mkv

孙悦,#genre#
爱不爱都是错,http://em.21dtv.com/songs/60062910.mkv
爱伴我前行,http://em.21dtv.com/songs/60104932.mkv
爱的刚刚好,http://em.21dtv.com/songs/60127385.mkv
爱的荣耀,http://em.21dtv.com/songs/60098247.mkv
爱的心好痛,http://em.21dtv.com/songs/60102134.mkv
阿兰高娃,http://em.21dtv.com/songs/60068028.mkv
阿里郎,http://em.21dtv.com/songs/60082451.mkv
爱累了心碎了,http://em.21dtv.com/songs/60150549.mkv
阿弥陀佛,http://em.21dtv.com/songs/60117153.mkv
爱你的心坠入咖啡,http://em.21dtv.com/songs/60074401.mkv
爱你到永远,http://em.21dtv.com/songs/60150548.mkv
爱你让我发疯,http://em.21dtv.com/songs/60007947.mkv
爱你让我如痴无助,http://em.21dtv.com/songs/60007948.mkv
爱尼语_不忘同胞情,http://em.21dtv.com/songs/60155862.mkv
爱情大风暴,http://em.21dtv.com/songs/60143443.mkv
爱情俘虏,http://em.21dtv.com/songs/60008218.mkv
爱情公寓,http://em.21dtv.com/songs/60104986.mkv
爱情鸟(演唱会),http://em.21dtv.com/songs/60008334.mkv
爱人辛苦,http://em.21dtv.com/songs/60008590.mkv
爱上冰冷的你,http://em.21dtv.com/songs/60132360.mkv
爱上了谁,http://em.21dtv.com/songs/60066824.mkv
爱上你没道理,http://em.21dtv.com/songs/60008674.mkv
爱上谁就是谁,http://em.21dtv.com/songs/60095289.mkv
爱上投入别人的怀抱,http://em.21dtv.com/songs/60062961.mkv
爱是一根针,http://em.21dtv.com/songs/60068073.mkv
爱我再多一天,http://em.21dtv.com/songs/60104987.mkv
翱翔蓝天,http://em.21dtv.com/songs/60157525.mkv
暗夜流星,http://em.21dtv.com/songs/60126781.mkv
爱怎么能放手,http://em.21dtv.com/songs/60009220.mkv
爱着她又不能伤害你,http://em.21dtv.com/songs/60009238.mkv
爱在无风时,http://em.21dtv.com/songs/60164960.mkv
不得已,http://em.21dtv.com/songs/60120869.mkv
不到最后不放手,http://em.21dtv.com/songs/60062911.mkv
北风吹又吹,http://em.21dtv.com/songs/60132480.mkv
背后的爱人,http://em.21dtv.com/songs/60084897.mkv
百合花的情思,http://em.21dtv.com/songs/60090902.mkv
百合花情思,http://em.21dtv.com/songs/60009779.mkv
本来,http://em.21dtv.com/songs/60082616.mkv
被情伤过的女人,http://em.21dtv.com/songs/60100845.mkv
别让我们变成回忆,http://em.21dtv.com/songs/60088490.mkv
不是你右边的新娘,http://em.21dtv.com/songs/60062895.mkv
悲伤专卖店,http://em.21dtv.com/songs/60079980.mkv
不想去想你,http://em.21dtv.com/songs/60099928.mkv
不想做你的情人,http://em.21dtv.com/songs/60068145.mkv
不要肆意挥霍我的爱,http://em.21dtv.com/songs/60150864.mkv
不愿做你的宝贝,http://em.21dtv.com/songs/60061081.mkv
不作就不会死,http://em.21dtv.com/songs/60104982.mkv
差不多,http://em.21dtv.com/songs/60012239.mkv
彩蝶,http://em.21dtv.com/songs/60125974.mkv
彻底把你忘记,http://em.21dtv.com/songs/60071834.mkv
朝佛,http://em.21dtv.com/songs/60071832.mkv
查干湖,http://em.21dtv.com/songs/60074869.mkv
沧海桑田,http://em.21dtv.com/songs/60090901.mkv
初见初恋,http://em.21dtv.com/songs/60144987.mkv
曾经那么在乎,http://em.21dtv.com/songs/60154388.mkv
除了你爱不再有,http://em.21dtv.com/songs/60074971.mkv
初恋那小事,http://em.21dtv.com/songs/60079981.mkv
痴情痴迷,http://em.21dtv.com/songs/60012689.mkv
残缺的美丽,http://em.21dtv.com/songs/60012007.mkv
苍山之恋,http://em.21dtv.com/songs/60163157.mkv
春天我等你,http://em.21dtv.com/songs/60068193.mkv
错误的爱,http://em.21dtv.com/songs/60090937.mkv
从相爱到分开,http://em.21dtv.com/songs/60064083.mkv
答案,http://em.21dtv.com/songs/60013723.mkv
等爱的人,http://em.21dtv.com/songs/60062912.mkv
等不到你的爱,http://em.21dtv.com/songs/60134214.mkv
大佛寺悠远,http://em.21dtv.com/songs/60075050.mkv
大家一起来(演唱会),http://em.21dtv.com/songs/60014028.mkv
懂了,http://em.21dtv.com/songs/60094035.mkv
大漠天籁,http://em.21dtv.com/songs/60103531.mkv
等你等了那么久,http://em.21dtv.com/songs/60071876.mkv
大闹天宫,http://em.21dtv.com/songs/60130535.mkv
等你拥我入怀,http://em.21dtv.com/songs/60167545.mkv
多情,http://em.21dtv.com/songs/60016141.mkv
多情的萨日朗,http://em.21dtv.com/songs/60137641.mkv
多日不见,http://em.21dtv.com/songs/60132481.mkv
大雁的家在哪里,http://em.21dtv.com/songs/60070619.mkv
大眼睛,http://em.21dtv.com/songs/60092048.mkv
凤凰,http://em.21dtv.com/songs/60067010.mkv
风华少年,http://em.21dtv.com/songs/60070684.mkv
分开不一定分手,http://em.21dtv.com/songs/60017006.mkv
放开你的手,http://em.21dtv.com/songs/60016622.mkv
风铃,http://em.21dtv.com/songs/60109243.mkv
粉墨散场,http://em.21dtv.com/songs/60075370.mkv
夫妻小唱(演唱会),http://em.21dtv.com/songs/60067011.mkv
浮生相伴,http://em.21dtv.com/songs/60163471.mkv
飞向更远方,http://em.21dtv.com/songs/60118008.mkv
放下容下,http://em.21dtv.com/songs/60107552.mkv
蜉蝣,http://em.21dtv.com/songs/60066982.mkv
风雨人生,http://em.21dtv.com/songs/60017416.mkv
飞走的蝴蝶,http://em.21dtv.com/songs/60169750.mkv
改变,http://em.21dtv.com/songs/60104985.mkv
感动,http://em.21dtv.com/songs/60069406.mkv
官封弼马温(演唱会),http://em.21dtv.com/songs/60067042.mkv
鬼迷心窍,http://em.21dtv.com/songs/60019403.mkv
该死的懦弱,http://em.21dtv.com/songs/60103525.mkv
国色天香,http://em.21dtv.com/songs/60137640.mkv
观世音菩萨赞,http://em.21dtv.com/songs/60075595.mkv
怪我把爱想得太完美,http://em.21dtv.com/songs/60081678.mkv
怪我想的太完美,http://em.21dtv.com/songs/60102790.mkv
恭喜恭喜(演唱会),http://em.21dtv.com/songs/60018746.mkv
